,precision,recall,fmeasure
0,1.0,1.0,1.0
1,0.7580645161290323,0.55078125,0.6380090497737557
2,1.0,1.0,1.0
3,0.6482213438735178,0.8541666666666666,0.7370786516853932
4,0.5,0.8,0.6153846153846154
5,0.593939393939394,0.9423076923076923,0.7286245353159851
6,0.8170731707317073,0.7362637362637363,0.7745664739884394
7,1.0,0.9893617021276596,0.9946524064171123
8,1.0,1.0,1.0
9,1.0,0.9893617021276596,0.9946524064171123
10,0.5690376569037657,0.8947368421052632,0.6956521739130435
11,0.5698924731182796,0.8617886178861789,0.6860841423948221
12,0.9948979591836735,0.9948979591836735,0.9948979591836735
13,0.9444444444444444,0.9784172661870504,0.96113074204947
14,0.9602272727272727,0.9602272727272727,0.9602272727272727
15,1.0,1.0,1.0
16,0.7333333333333333,0.6269430051813472,0.6759776536312848
17,1.0,1.0,1.0
18,1.0,1.0,1.0
19,0.7247191011235955,0.4849624060150376,0.5810810810810811
20,1.0,1.0,1.0
21,1.0,1.0,1.0
22,0.9948979591836735,0.9948979591836735,0.9948979591836735
23,0.5698924731182796,0.8617886178861789,0.6860841423948221
24,1.0,1.0,1.0
25,1.0,1.0,1.0
26,1.0,0.9894179894179894,0.9946808510638299
27,0.8242074927953891,0.9377049180327869,0.8773006134969324
28,1.0,1.0,1.0
29,1.0,0.9416666666666667,0.9699570815450643
30,1.0,1.0,1.0
31,1.0,1.0,1.0
32,0.5053763440860215,0.5838509316770186,0.5417867435158501
33,0.553763440860215,0.7862595419847328,0.6498422712933754
34,1.0,1.0,1.0
